epoch,out_0,out_1,step,train_loss
2024,0.43228328227996826,0.6188583970069885,4049,0.14526891708374023
2049,0.43022820353507996,0.6208429932594299,4099,0.14376004040241241
2074,0.4281121492385864,0.6228762865066528,4149,0.1422223001718521
2099,0.4259325861930847,0.6249600052833557,4199,0.14065499603748322
2124,0.42368701100349426,0.62709641456604,4249,0.13905708491802216
2149,0.42137256264686584,0.62928706407547,4299,0.13742807507514954
2174,0.41898635029792786,0.631534218788147,4349,0.13576702773571014
2199,0.416525274515152,0.6338397860527039,4399,0.13407330214977264
2224,0.41398587822914124,0.6362056732177734,4449,0.13234631717205048
2249,0.411365270614624,0.638634443283081,4499,0.13058505952358246
2274,0.40865951776504517,0.6411281228065491,4549,0.128789022564888
2299,0.4058649241924286,0.6436891555786133,4599,0.12695741653442383
2324,0.4029778242111206,0.6463199257850647,4649,0.1250896006822586
2349,0.39999380707740784,0.6490229964256287,4699,0.12318485975265503
2374,0.39690884947776794,0.6518006324768066,4749,0.12124279886484146
2399,0.39371830224990845,0.6546556949615479,4799,0.1192626878619194
2424,0.39041751623153687,0.6575908660888672,4849,0.11724401265382767
2449,0.38700154423713684,0.6606088280677795,4899,0.11518637090921402
2474,0.38346534967422485,0.6637123227119446,4949,0.11308940500020981
2499,0.37980353832244873,0.6669040322303772,4999,0.11095292121171951
2524,0.37601059675216675,0.6701870560646057,5049,0.10877657681703568
2549,0.37208086252212524,0.6735642552375793,5099,0.10656029731035233
2574,0.3680083751678467,0.6770384311676025,5149,0.10430417209863663
2599,0.36378708481788635,0.6806125640869141,5199,0.10200833529233932
2624,0.3594105839729309,0.6842893958091736,5249,0.09967318922281265
2649,0.35487276315689087,0.6880717873573303,5299,0.09729921072721481
2674,0.3501671552658081,0.6919625997543335,5349,0.09488704055547714
2699,0.3452869951725006,0.6959641575813293,5399,0.09243779629468918
2724,0.34022602438926697,0.7000789046287537,5449,0.08995266258716583
2749,0.3349776268005371,0.7043091058731079,5499,0.0874331071972847
2774,0.3295355439186096,0.7086567878723145,5549,0.08488086611032486
2799,0.3238942325115204,0.7131233811378479,5599,0.08229819685220718
2824,0.31804773211479187,0.7177102565765381,5649,0.07968749850988388
2849,0.3119909465312958,0.7224178314208984,5699,0.07705186307430267
2874,0.30571964383125305,0.7272462844848633,5749,0.074394591152668
2899,0.2992302179336548,0.7321951985359192,5799,0.07171940803527832
2924,0.2925202548503876,0.737263023853302,5849,0.06903071701526642
2949,0.28558865189552307,0.7424476146697998,5899,0.06633323431015015
2974,0.2784358859062195,0.7477456331253052,5949,0.06363226473331451
2999,0.27106425166130066,0.7531529664993286,5999,0.06093345955014229
