epoch,out_0,out_1,step,train_loss
3024,0.2634783089160919,0.7586639523506165,6049,0.05824308842420578
3049,0.25568461418151855,0.7642719745635986,6099,0.055567700415849686
3074,0.2476925402879715,0.7699687480926514,6149,0.05291437730193138
3099,0.23951463401317596,0.7757449746131897,6199,0.050290316343307495
3124,0.23116594552993774,0.7815894484519958,6249,0.04770316928625107
3149,0.22266504168510437,0.7874900102615356,6299,0.04516049474477768
3174,0.21403349936008453,0.7934326529502869,6349,0.04267006739974022
3199,0.2052963525056839,0.7994028329849243,6399,0.04023922234773636
3224,0.19648145139217377,0.8053846955299377,6449,0.03787511587142944
3249,0.18761944770812988,0.8113608956336975,6499,0.0355847105383873
3274,0.17874328792095184,0.8173145055770874,6549,0.033373989164829254
3299,0.1698874980211258,0.8232277631759644,6599,0.03124842420220375
3324,0.161088228225708,0.8290832042694092,6649,0.029212551191449165
3349,0.15238164365291595,0.8348630666732788,6699,0.027270207181572914
3374,0.1438039243221283,0.8405508995056152,6749,0.025424014776945114
3399,0.13539007306098938,0.8461312651634216,6799,0.023675587028265
3424,0.12717334926128387,0.8515895009040833,6849,0.02202567644417286
3449,0.11918456107378006,0.8569123148918152,6899,0.020474085584282875
3474,0.11145159602165222,0.8620891571044922,6949,0.01901940070092678
3499,0.10399878770112991,0.8671097159385681,6999,0.017659828066825867
3524,0.09684670716524124,0.8719668388366699,7049,0.01639248989522457
3549,0.09001185745000839,0.876654326915741,7099,0.015214155428111553
3574,0.08350672572851181,0.8811680674552917,7149,0.01412102859467268
3599,0.07734038680791855,0.8855057954788208,7199,0.013108923099935055
3624,0.0715172216296196,0.8896664381027222,7249,0.012173495255410671
3649,0.06603862345218658,0.8936505913734436,7299,0.011310196481645107
3674,0.060902416706085205,0.8974599242210388,7349,0.010514467023313046
3699,0.05610330030322075,0.9010970592498779,7399,0.00978179182857275
3724,0.05163401737809181,0.9045653939247131,7449,0.00910776387900114
3749,0.047484640032052994,0.9078697562217712,7499,0.008487981744110584
3774,0.04364381358027458,0.9110150337219238,7549,0.007918324321508408
3799,0.040097855031490326,0.9140064120292664,7599,0.007394897285848856
3824,0.03683287277817726,0.9168497323989868,7649,0.006913966964930296
3849,0.0338335745036602,0.9195511341094971,7699,0.006472019944339991
3874,0.031084613874554634,0.9221165180206299,7749,0.006065836641937494
3899,0.028569620102643967,0.9245520830154419,7799,0.005692388396710157
3924,0.026272810995578766,0.9268639087677002,7849,0.005348887760192156
3949,0.02417849190533161,0.929058313369751,7899,0.0050327228382229805
3974,0.022270744666457176,0.931141197681427,7949,0.00474153459072113
3999,0.020535236224532127,0.9331186413764954,7999,0.004473116248846054
4024,0.01895667240023613,0.9349961280822754,8049,0.0042255031876266
4049,0.01752198114991188,0.9367794394493103,8099,0.00399683928117156
4074,0.016217941418290138,0.9384739398956299,8149,0.0037854560650885105
4099,0.01503273006528616,0.9400845170021057,8199,0.0035898650530725718
4124,0.013954844325780869,0.9416165351867676,8249,0.0034086289815604687
4149,0.012973993085324764,0.9430744051933289,8299,0.0032405233941972256
4174,0.01208078395575285,0.9444628357887268,8349,0.003084376687183976
4199,0.011266430839896202,0.9457859396934509,8399,0.0029391644056886435
4224,0.01052306778728962,0.9470478296279907,8449,0.002803932409733534
4249,0.00984383188188076,0.9482523202896118,8499,0.0026778222527354956
4274,0.009221951477229595,0.9494028091430664,8549,0.0025600758381187916
4299,0.008651800453662872,0.9505028128623962,8599,0.0024499716237187386
4324,0.008128373883664608,0.9515554308891296,8649,0.002346876310184598
4349,0.007646987680345774,0.9525635838508606,8699,0.0022502136416733265
4374,0.007203379645943642,0.9535300135612488,8749,0.002159459749236703
4399,0.0067940354347229,0.95445716381073,8799,0.002074149902909994
4424,0.006415802054107189,0.95534747838974,8849,0.0019938477780669928
4449,0.006065413821488619,0.9562031626701355,8899,0.0019181629177182913
4474,0.0057406798005104065,0.9570263624191284,8949,0.0018467335030436516
4499,0.005438957363367081,0.957818865776062,8999,0.0017792481230571866
4524,0.005158306565135717,0.9585825204849243,9049,0.0017154075903818011
4549,0.004896851256489754,0.9593188166618347,9099,0.0016549587016925216
4574,0.004652956500649452,0.960029661655426,9149,0.0015976279973983765
4599,0.0044249058701097965,0.9607160687446594,9199,0.0015432272339239717
4624,0.004211875610053539,0.9613795280456543,9249,0.0014915408100932837
4649,0.004012035205960274,0.9620212912559509,9299,0.0014423823449760675
4674,0.0038246670737862587,0.9626426100730896,9349,0.001395574538037181
4699,0.0036486585158854723,0.9632444381713867,9399,0.001350971288047731
4724,0.0034831087104976177,0.9638276100158691,9449,0.0013084417441859841
4749,0.0033275282476097345,0.9643934965133667,9499,0.0012678230414167047
4774,0.0031807636842131615,0.9649426937103271,9549,0.0012290147133171558
4799,0.003042401745915413,0.9654759168624878,9599,0.001191912335343659
4824,0.002911313669756055,0.9659940600395203,9649,0.0011564039159566164
4849,0.002787892008200288,0.9664980173110962,9699,0.0011223828187212348
4874,0.0026713486295193434,0.9669881463050842,9749,0.001089782454073429
4899,0.002560761058703065,0.9674652814865112,9799,0.0010585079435259104
4924,0.0024557390715926886,0.9679298996925354,9849,0.0010284913005307317
4949,0.0023561986163258553,0.9683824777603149,9899,0.0009996676817536354
4974,0.002261827699840069,0.9688238501548767,9949,0.0009719523368403316
4999,0.0021722042001783848,0.9692543745040894,9999,0.0009452934609726071
